EmployeeID,Age,Gender,Department,JobRole,Education,EducationField,MaritalStatus,BusinessTravel,MonthlyIncome,PercentSalaryHike,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,TotalWorkingYears,NumCompaniesWorked,OverTime,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,RelationshipSatisfaction,JobInvolvement,PerformanceRating,DistanceFromHome,Attrition
EMP0700,35,Female,IT,IT Manager,Bachelor,Medical,Divorced,Travel_Rarely,12481,13,9,7,1,16,2,No,1,1,1,1,4,4,29,No
EMP0701,50,Female,IT,IT Support,Master,Marketing,Married,Travel_Rarely,6622,18,17,17,9,21,5,Yes,2,2,3,1,4,3,13,Yes
EMP0702,26,Female,Sales,Sales Executive,Master,Other,Divorced,Travel_Rarely,6770,23,0,0,0,4,5,No,3,3,3,4,3,3,27,No
EMP0703,44,Male,Research & Development,Laboratory Technician,Master,Technical Degree,Single,Non-Travel,3747,24,3,0,0,7,3,No,3,4,1,2,3,3,6,Yes
EMP0704,44,Male,Human Resources,HR Manager,Master,Technical Degree,Single,Travel_Rarely,10506,14,11,2,5,15,0,No,3,4,3,2,2,4,21,No
EMP0705,52,Male,Marketing,Marketing Executive,Bachelor,Other,Divorced,Travel_Frequently,5410,22,17,11,15,22,1,No,1,3,3,3,2,3,19,No
EMP0706,50,Female,Sales,Sales Executive,Bachelor,Medical,Single,Travel_Rarely,7198,19,10,4,2,16,5,No,1,1,1,2,4,4,25,No
EMP0707,23,Male,IT,Software Engineer,Bachelor,Technical Degree,Married,Travel_Frequently,6892,12,0,0,0,1,6,No,4,2,3,1,3,3,20,No
EMP0708,36,Male,Sales,Sales Executive,Bachelor,Medical,Married,Travel_Rarely,7278,17,6,5,6,7,2,No,1,1,4,2,1,3,28,Yes
EMP0709,27,Male,Research & Development,Research Director,Master,Technical Degree,Married,Travel_Rarely,15170,17,4,4,4,9,5,No,4,4,2,3,4,3,24,No
EMP0710,29,Male,Human Resources,HR Manager,Bachelor,Other,Single,Travel_Rarely,10935,16,4,3,0,10,0,Yes,4,3,4,1,3,3,27,No
EMP0711,44,Female,Sales,Sales Manager,Doctor,Life Sciences,Divorced,Travel_Frequently,9893,15,19,5,8,25,3,No,2,4,2,2,3,3,21,No
EMP0712,22,Male,Marketing,Marketing Manager,Bachelor,Medical,Single,Travel_Rarely,7603,11,0,0,0,4,3,No,2,3,2,3,4,3,3,No
EMP0713,35,Male,IT,Data Analyst,Bachelor,Other,Divorced,Travel_Frequently,6094,14,2,0,0,3,1,No,1,2,4,1,3,3,16,No
EMP0714,53,Female,Sales,Sales Manager,Master,Other,Married,Travel_Rarely,10762,19,20,2,3,25,2,Yes,1,2,3,3,4,3,12,No
EMP0715,55,Male,Sales,Sales Representative,Bachelor,Marketing,Married,Travel_Frequently,5627,17,22,0,22,23,7,No,1,1,3,3,1,4,8,No
EMP0716,22,Male,Research & Development,Research Director,Bachelor,Technical Degree,Single,Travel_Frequently,14205,20,0,0,0,6,0,No,4,2,1,2,1,3,22,No
EMP0717,34,Female,IT,Data Analyst,College,Human Resources,Married,Travel_Frequently,6756,16,3,3,3,3,1,No,3,3,4,4,1,3,3,No
EMP0718,28,Male,IT,IT Manager,Bachelor,Technical Degree,Single,Non-Travel,12283,24,3,1,2,4,4,No,4,1,3,2,3,3,29,No
EMP0719,45,Male,Marketing,Marketing Executive,Below College,Medical,Single,Travel_Rarely,5218,11,2,0,1,3,7,No,4,1,2,1,3,3,10,No
EMP0720,35,Female,Research & Development,Research Scientist,Bachelor,Technical Degree,Single,Travel_Rarely,6206,17,3,1,3,9,1,No,2,3,2,3,1,3,8,Yes
EMP0721,26,Male,Finance,Financial Analyst,College,Other,Married,Travel_Rarely,6502,23,0,0,0,5,7,No,3,4,3,1,4,4,23,No
EMP0722,56,Male,Finance,Finance Manager,Master,Marketing,Single,Travel_Rarely,10664,16,3,3,0,3,4,No,2,3,2,2,4,3,15,No
EMP0723,23,Male,Research & Development,Research Director,Doctor,Other,Single,Non-Travel,12908,23,1,1,0,2,0,No,3,1,4,1,2,3,8,No
EMP0724,26,Male,Sales,Sales Executive,Doctor,Life Sciences,Married,Travel_Rarely,7279,24,4,0,2,7,6,No,3,3,1,2,4,3,29,Yes
EMP0725,22,Male,Research & Development,Laboratory Technician,Doctor,Other,Married,Travel_Rarely,2945,14,0,0,0,6,0,No,2,2,3,3,2,4,19,Yes
EMP0726,38,Female,Marketing,Content Specialist,Master,Medical,Divorced,Non-Travel,4834,19,15,11,4,22,1,Yes,4,4,3,1,4,3,2,No
EMP0727,38,Male,Marketing,Marketing Executive,Bachelor,Marketing,Married,Travel_Rarely,5565,13,3,1,3,9,6,No,2,2,2,1,2,4,11,Yes
EMP0728,33,Male,Research & Development,Laboratory Technician,Master,Technical Degree,Divorced,Travel_Rarely,3388,18,11,6,5,12,1,No,2,3,3,4,2,4,24,No
EMP0729,45,Female,Marketing,Content Specialist,Master,Human Resources,Married,Travel_Rarely,4436,24,2,2,2,3,5,No,1,2,3,1,1,3,2,No
EMP0730,47,Female,Human Resources,Recruiter,Master,Other,Married,Travel_Rarely,6357,17,13,9,8,17,4,Yes,4,4,2,1,2,3,11,No
EMP0731,42,Female,Sales,Sales Executive,Bachelor,Medical,Single,Travel_Rarely,6990,19,15,4,3,15,0,No,3,1,1,2,4,3,3,No
EMP0732,29,Male,Research & Development,Laboratory Technician,Bachelor,Life Sciences,Divorced,Travel_Frequently,3527,11,6,4,6,8,7,No,1,1,2,1,4,4,3,Yes
EMP0733,53,Female,Human Resources,HR Manager,Master,Medical,Single,Travel_Rarely,12371,23,16,15,3,17,3,No,3,3,1,4,1,3,18,Yes
EMP0734,34,Male,Research & Development,Manager,Master,Medical,Divorced,Travel_Frequently,10250,23,7,4,7,12,0,No,3,1,2,4,2,3,2,No
EMP0735,31,Male,Sales,Sales Representative,Doctor,Technical Degree,Single,Travel_Rarely,3770,22,5,2,3,5,1,No,4,2,3,4,1,4,8,No
EMP0736,33,Female,Sales,Sales Representative,Bachelor,Human Resources,Married,Non-Travel,5254,11,11,3,3,17,2,No,3,2,4,3,1,4,5,No
EMP0737,34,Male,IT,Data Analyst,Doctor,Human Resources,Married,Travel_Rarely,9188,12,11,4,1,13,4,No,1,2,1,4,2,3,27,No
EMP0738,51,Female,Research & Development,Laboratory Technician,Below College,Technical Degree,Divorced,Travel_Rarely,3803,24,8,2,1,9,6,No,4,4,4,3,1,4,18,No
EMP0739,32,Female,IT,Data Analyst,Bachelor,Technical Degree,Married,Travel_Rarely,7869,15,7,3,0,14,6,No,2,3,3,2,1,3,28,No
EMP0740,45,Male,Research & Development,Laboratory Technician,Master,Technical Degree,Single,Travel_Rarely,2593,14,0,0,0,4,2,Yes,2,2,2,3,2,3,22,No
EMP0741,28,Male,Research & Development,Research Scientist,Master,Marketing,Single,Non-Travel,7407,19,5,4,1,11,4,No,4,1,1,4,2,3,2,No
EMP0742,39,Male,Human Resources,Recruiter,Bachelor,Other,Divorced,Travel_Rarely,3781,24,3,2,2,7,6,Yes,1,3,3,2,4,4,4,Yes
EMP0743,40,Male,Sales,Sales Manager,Bachelor,Medical,Divorced,Travel_Rarely,10901,15,11,8,3,11,1,No,3,2,1,1,2,3,11,Yes
EMP0744,22,Male,Finance,Finance Manager,Master,Technical Degree,Single,Travel_Rarely,12704,18,0,0,0,2,0,No,1,1,4,2,1,3,21,Yes
EMP0745,47,Male,IT,Software Engineer,Bachelor,Marketing,Married,Non-Travel,9813,18,11,10,6,17,1,Yes,4,4,2,3,4,3,28,No
EMP0746,45,Female,Research & Development,Manager,Doctor,Life Sciences,Married,Travel_Rarely,14977,12,14,13,1,17,2,Yes,1,4,2,1,1,3,3,No
EMP0747,31,Female,Sales,Sales Manager,Bachelor,Marketing,Married,Non-Travel,9148,13,2,0,1,2,3,Yes,3,1,3,1,3,3,29,Yes
EMP0748,42,Female,IT,IT Manager,Bachelor,Life Sciences,Single,Non-Travel,13863,14,19,6,8,19,7,No,2,2,3,3,4,3,15,Yes
EMP0749,37,Male,Finance,Accountant,Master,Technical Degree,Single,Travel_Frequently,6486,16,9,9,4,11,0,No,4,3,3,4,2,3,13,No
EMP0750,50,Male,Human Resources,HR Executive,Master,Human Resources,Single,Non-Travel,7136,16,15,6,10,21,2,No,1,4,2,2,2,3,14,Yes
EMP0751,43,Male,Research & Development,Manager,Bachelor,Human Resources,Married,Travel_Rarely,14404,13,13,9,9,16,6,No,2,2,3,1,4,3,25,Yes
EMP0752,35,Female,Research & Development,Research Scientist,Bachelor,Other,Divorced,Travel_Rarely,6983,15,9,1,5,14,7,No,3,3,4,3,1,4,27,No
EMP0753,30,Male,Sales,Sales Representative,College,Human Resources,Divorced,Travel_Frequently,2990,21,0,0,0,2,7,Yes,3,4,2,3,2,3,14,No
EMP0754,45,Male,Sales,Sales Representative,Master,Life Sciences,Divorced,Travel_Rarely,4557,23,13,2,13,15,5,No,2,4,3,3,3,3,20,Yes
EMP0755,45,Female,Research & Development,Research Scientist,Master,Human Resources,Single,Travel_Frequently,7747,21,10,1,1,17,7,Yes,2,2,3,2,2,3,10,No
EMP0756,51,Female,Research & Development,Research Scientist,Master,Marketing,Single,Travel_Rarely,7103,20,4,3,4,8,1,No,3,4,1,3,3,4,18,No
EMP0757,54,Female,IT,Data Analyst,Doctor,Medical,Married,Travel_Frequently,8751,22,16,4,0,20,7,No,1,4,1,2,3,4,22,No
EMP0758,30,Male,Sales,Sales Representative,Doctor,Other,Married,Travel_Rarely,4335,12,4,2,1,7,7,No,4,3,2,1,4,3,28,Yes
EMP0759,23,Male,Sales,Sales Manager,College,Marketing,Single,Non-Travel,8341,14,1,0,1,3,3,No,2,3,1,3,4,3,3,Yes
EMP0760,53,Male,Marketing,Marketing Manager,Bachelor,Life Sciences,Single,Travel_Rarely,11119,15,6,2,6,13,1,No,4,4,3,1,3,3,4,No
EMP0761,26,Female,Research & Development,Research Director,Master,Marketing,Single,Travel_Rarely,12478,15,4,1,2,10,2,No,2,2,3,4,4,3,26,Yes
EMP0762,56,Female,Sales,Sales Representative,Master,Marketing,Married,Travel_Frequently,5137,15,18,11,5,21,7,Yes,2,2,4,4,1,3,1,No
EMP0763,39,Male,Sales,Sales Manager,Master,Marketing,Single,Travel_Rarely,13238,18,14,8,11,18,3,No,1,1,4,2,4,3,17,No
EMP0764,25,Female,Research & Development,Research Scientist,College,Other,Single,Travel_Rarely,6210,16,0,0,0,5,0,No,3,2,1,3,2,3,7,No
EMP0765,55,Female,Finance,Accountant,Below College,Medical,Married,Travel_Frequently,7255,19,18,7,10,25,2,No,2,1,3,1,3,4,19,No
EMP0766,50,Female,Sales,Sales Executive,Master,Technical Degree,Married,Travel_Rarely,7146,15,7,0,5,7,4,No,1,2,4,3,3,3,5,Yes
EMP0767,43,Male,Sales,Sales Manager,Master,Medical,Married,Travel_Rarely,11180,20,1,0,1,2,6,Yes,2,3,1,1,3,4,15,Yes
EMP0768,34,Male,Sales,Sales Executive,Bachelor,Medical,Single,Non-Travel,5555,14,2,0,1,4,6,No,1,2,2,1,2,3,13,No
EMP0769,39,Male,Research & Development,Research Director,Bachelor,Marketing,Married,Travel_Rarely,15360,19,12,9,0,16,1,Yes,3,2,3,3,3,4,23,No
EMP0770,24,Male,Sales,Sales Representative,College,Life Sciences,Married,Travel_Rarely,3256,20,0,0,0,1,5,No,2,2,1,4,1,4,27,Yes
EMP0771,36,Female,IT,Data Analyst,Bachelor,Other,Married,Non-Travel,7522,24,3,0,1,6,6,No,3,4,1,1,4,3,22,No
EMP0772,40,Female,Sales,Sales Executive,Bachelor,Life Sciences,Single,Travel_Rarely,7600,11,6,4,2,7,3,No,2,4,4,1,4,4,8,Yes
EMP0773,40,Male,Finance,Finance Manager,Master,Life Sciences,Married,Travel_Rarely,10592,15,9,5,3,13,4,Yes,4,4,4,1,2,3,16,No
EMP0774,31,Male,IT,IT Manager,Bachelor,Other,Single,Travel_Rarely,11284,21,2,1,2,6,5,Yes,3,2,1,4,3,3,2,No
EMP0775,56,Male,Sales,Sales Manager,Master,Other,Married,Travel_Rarely,9726,11,4,3,3,11,5,No,3,1,1,4,2,3,22,No
EMP0776,27,Female,Sales,Sales Manager,Master,Medical,Single,Travel_Rarely,9287,21,3,1,1,4,6,Yes,2,2,4,3,3,3,9,Yes
EMP0777,55,Male,IT,Data Analyst,Bachelor,Technical Degree,Single,Travel_Rarely,8176,12,9,2,0,15,2,No,3,1,2,1,2,3,9,No
EMP0778,37,Male,Marketing,Content Specialist,Doctor,Human Resources,Divorced,Non-Travel,4985,14,12,8,4,19,6,No,4,3,4,2,1,3,17,No
EMP0779,56,Female,Research & Development,Manager,Bachelor,Other,Married,Travel_Rarely,13953,23,10,2,0,13,5,No,4,3,3,1,4,4,23,No
EMP0780,40,Male,Marketing,Marketing Manager,Bachelor,Marketing,Married,Travel_Rarely,10756,19,13,10,5,18,5,No,3,1,4,1,1,4,6,No
EMP0781,52,Male,Research & Development,Research Scientist,Master,Technical Degree,Single,Travel_Rarely,7175,20,4,1,0,6,6,No,3,4,2,1,3,4,10,No
EMP0782,56,Male,Marketing,Marketing Manager,Master,Marketing,Single,Travel_Frequently,12254,14,24,23,11,26,2,No,2,4,2,2,4,3,13,No
EMP0783,47,Female,IT,IT Manager,Master,Life Sciences,Single,Travel_Rarely,15472,11,24,21,12,28,1,No,4,3,2,3,3,3,24,No
EMP0784,38,Male,Human Resources,Recruiter,Bachelor,Medical,Single,Travel_Rarely,5717,16,12,6,8,15,0,No,3,3,3,2,1,4,22,No
EMP0785,34,Male,Research & Development,Laboratory Technician,Below College,Medical,Single,Travel_Rarely,5205,22,12,7,10,19,3,No,1,1,1,4,2,3,14,No
EMP0786,57,Male,Marketing,Marketing Executive,Bachelor,Other,Married,Travel_Rarely,4713,18,6,2,5,11,3,Yes,4,2,3,3,2,3,6,Yes
EMP0787,35,Female,Research & Development,Research Director,Master,Marketing,Single,Travel_Frequently,15264,14,3,2,3,5,2,No,4,2,4,2,2,3,5,No
EMP0788,40,Male,Human Resources,HR Executive,Doctor,Human Resources,Divorced,Travel_Rarely,4849,13,8,0,3,9,3,No,3,4,1,3,4,4,5,No
EMP0789,40,Female,Sales,Sales Executive,College,Technical Degree,Married,Travel_Rarely,6312,19,7,6,4,13,7,No,3,3,1,1,2,3,8,Yes
EMP0790,25,Female,Sales,Sales Manager,Bachelor,Technical Degree,Single,Travel_Rarely,9228,11,0,0,0,3,4,Yes,2,2,4,2,3,3,16,No
EMP0791,47,Male,Sales,Sales Executive,College,Medical,Divorced,Non-Travel,7143,23,4,2,1,10,2,No,2,2,2,1,3,4,14,Yes
EMP0792,40,Male,Marketing,Marketing Manager,Bachelor,Other,Single,Travel_Rarely,11609,23,10,1,10,10,0,No,4,3,4,2,2,3,6,No
EMP0793,52,Female,Sales,Sales Manager,Bachelor,Human Resources,Divorced,Travel_Rarely,11451,24,11,4,3,12,5,Yes,2,1,3,2,4,4,14,Yes
EMP0794,45,Male,IT,Data Analyst,Master,Human Resources,Married,Non-Travel,8048,12,9,5,9,11,0,No,3,1,3,4,4,4,25,No
EMP0795,55,Male,Sales,Sales Executive,Below College,Life Sciences,Divorced,Travel_Rarely,7928,24,18,8,4,22,2,No,4,4,4,4,4,4,17,Yes
EMP0796,32,Female,Finance,Accountant,Master,Other,Married,Travel_Rarely,5541,12,5,0,5,6,3,No,4,1,3,3,4,4,29,No
EMP0797,32,Male,Human Resources,HR Manager,Doctor,Other,Single,Travel_Rarely,12456,24,10,4,3,14,6,Yes,3,4,1,3,1,3,6,No
EMP0798,57,Male,Research & Development,Research Director,Master,Life Sciences,Married,Travel_Frequently,14419,11,13,10,5,20,6,No,2,1,1,3,4,3,15,Yes
EMP0799,55,Male,Human Resources,HR Manager,Doctor,Life Sciences,Single,Travel_Rarely,11452,16,17,11,2,23,4,No,1,2,4,4,4,3,22,Yes
EMP0800,43,Male,Sales,Sales Manager,Master,Medical,Single,Travel_Rarely,10090,23,3,0,2,10,7,No,2,2,1,4,3,4,8,No
EMP0801,37,Female,Sales,Sales Executive,Bachelor,Technical Degree,Single,Travel_Frequently,7484,18,8,0,6,13,4,No,4,4,2,2,3,3,29,No
EMP0802,52,Male,Human Resources,HR Executive,Master,Other,Married,Travel_Rarely,6222,24,12,11,2,16,6,No,1,1,3,4,1,3,18,No
EMP0803,35,Female,Research & Development,Manager,Bachelor,Life Sciences,Married,Travel_Rarely,9427,12,0,0,0,7,7,No,3,4,2,2,2,3,13,No
EMP0804,41,Female,IT,IT Manager,Bachelor,Medical,Divorced,Travel_Rarely,13123,22,11,7,11,12,4,Yes,4,1,3,2,2,3,1,No
EMP0805,37,Male,Sales,Sales Representative,Below College,Technical Degree,Divorced,Travel_Rarely,4654,17,12,9,1,15,2,No,2,3,2,2,1,3,14,No
EMP0806,33,Male,Sales,Sales Manager,Bachelor,Life Sciences,Married,Travel_Rarely,9504,14,2,2,2,6,0,No,3,3,2,2,4,3,11,No
EMP0807,27,Male,Sales,Sales Manager,Doctor,Medical,Married,Travel_Rarely,11026,20,5,2,4,9,7,No,2,4,2,1,4,3,29,No
EMP0808,44,Male,Finance,Accountant,College,Medical,Divorced,Travel_Rarely,6052,15,1,0,1,2,4,No,1,1,2,1,3,3,10,Yes
EMP0809,29,Female,Research & Development,Manager,Bachelor,Medical,Married,Non-Travel,14397,18,6,4,5,12,6,No,4,3,1,2,4,3,17,No
EMP0810,48,Female,IT,IT Support,Master,Technical Degree,Married,Travel_Rarely,6668,23,19,4,18,25,3,No,2,2,4,3,1,4,4,No
EMP0811,54,Female,Marketing,Content Specialist,Master,Marketing,Married,Travel_Rarely,5156,16,8,7,7,10,0,No,1,2,1,2,3,4,7,Yes
EMP0812,44,Male,Research & Development,Laboratory Technician,College,Medical,Divorced,Travel_Rarely,2925,18,4,2,0,6,3,No,1,1,2,3,1,3,28,No
EMP0813,49,Female,Research & Development,Laboratory Technician,Bachelor,Medical,Married,Travel_Rarely,3690,16,3,3,0,6,3,No,1,4,2,4,2,3,13,No
EMP0814,32,Female,Finance,Financial Analyst,Bachelor,Marketing,Married,Travel_Rarely,8409,11,9,2,1,16,4,No,4,4,3,4,1,4,9,No
EMP0815,26,Male,IT,Data Analyst,Doctor,Life Sciences,Married,Non-Travel,7301,22,0,0,0,4,3,Yes,3,1,3,4,2,3,23,Yes
EMP0816,47,Male,Sales,Sales Executive,Doctor,Medical,Divorced,Travel_Rarely,8386,14,24,6,0,31,7,No,3,2,2,4,4,3,12,Yes
EMP0817,53,Male,Marketing,Content Specialist,College,Medical,Single,Travel_Rarely,4192,22,8,7,0,15,5,No,2,2,2,1,1,4,21,Yes
EMP0818,36,Male,Sales,Sales Representative,College,Other,Married,Non-Travel,4115,11,6,6,1,10,1,No,1,1,4,4,1,3,22,No
EMP0819,43,Female,Sales,Sales Manager,Doctor,Other,Divorced,Travel_Frequently,9764,12,13,13,1,18,4,Yes,2,4,1,1,3,3,5,Yes
EMP0820,57,Male,Research & Development,Research Scientist,Bachelor,Marketing,Single,Travel_Rarely,10030,16,24,3,22,28,4,No,4,3,1,3,3,4,6,Yes
EMP0821,54,Female,Research & Development,Research Scientist,Master,Other,Married,Travel_Frequently,8709,23,10,9,4,13,2,No,4,4,2,2,4,3,4,Yes
EMP0822,30,Female,IT,IT Manager,Bachelor,Technical Degree,Divorced,Travel_Rarely,12402,21,4,0,0,4,3,Yes,1,2,1,2,1,3,4,Yes
EMP0823,35,Female,Research & Development,Research Director,Master,Life Sciences,Single,Travel_Rarely,12915,11,2,2,2,7,6,Yes,1,3,3,4,3,3,24,Yes
EMP0824,55,Female,IT,Software Engineer,Master,Marketing,Single,Non-Travel,10714,24,17,17,5,20,6,No,4,4,2,3,1,3,1,Yes
EMP0825,23,Male,IT,Data Analyst,Master,Marketing,Married,Non-Travel,7328,23,0,0,0,2,2,No,3,2,3,1,1,3,4,No
EMP0826,37,Male,Sales,Sales Manager,Doctor,Technical Degree,Married,Non-Travel,8295,18,2,2,1,2,3,Yes,1,1,4,2,4,3,16,No
EMP0827,35,Male,Research & Development,Laboratory Technician,College,Marketing,Married,Travel_Rarely,4085,19,6,3,1,13,7,No,3,1,2,4,4,3,23,Yes
EMP0828,47,Male,Finance,Financial Analyst,College,Technical Degree,Married,Travel_Rarely,9917,16,20,14,11,27,5,No,3,3,3,1,1,3,2,No
EMP0829,55,Male,Research & Development,Manager,Master,Marketing,Single,Travel_Rarely,11680,24,21,21,4,22,7,No,1,1,2,2,3,3,23,Yes
EMP0830,35,Female,Research & Development,Laboratory Technician,Bachelor,Marketing,Married,Travel_Rarely,3242,15,1,1,0,2,3,No,3,4,3,2,2,4,6,No
EMP0831,52,Male,Sales,Sales Representative,Master,Medical,Single,Travel_Rarely,3818,19,4,0,1,4,2,No,3,2,1,1,1,3,13,No
EMP0832,46,Male,Research & Development,Research Director,Bachelor,Life Sciences,Single,Travel_Rarely,11396,17,5,2,0,11,3,Yes,3,4,3,2,3,3,26,No
EMP0833,37,Female,Sales,Sales Representative,Bachelor,Human Resources,Single,Travel_Rarely,3846,13,6,6,4,7,7,No,3,1,2,4,2,3,22,No
EMP0834,52,Female,Research & Development,Research Director,Bachelor,Medical,Single,Travel_Rarely,15414,19,3,0,0,3,1,No,1,4,1,3,4,3,20,Yes
EMP0835,30,Male,IT,IT Support,College,Medical,Divorced,Travel_Frequently,4297,16,8,6,7,11,5,No,4,1,4,3,3,3,15,No
EMP0836,55,Female,Marketing,Marketing Executive,Bachelor,Human Resources,Married,Travel_Frequently,5357,15,5,2,0,11,2,Yes,4,1,2,4,1,3,15,Yes
EMP0837,47,Male,Sales,Sales Executive,Below College,Marketing,Divorced,Travel_Frequently,6281,20,2,2,0,7,1,No,4,3,1,4,1,3,25,No
EMP0838,49,Male,IT,Software Engineer,Doctor,Life Sciences,Married,Travel_Rarely,8891,23,17,3,8,18,0,No,3,3,3,1,2,3,19,No
EMP0839,57,Female,IT,Data Analyst,Doctor,Medical,Single,Travel_Frequently,9662,19,19,13,4,23,7,No,4,4,4,1,1,3,3,Yes
EMP0840,38,Male,Sales,Sales Manager,Bachelor,Other,Single,Travel_Frequently,8658,18,3,0,3,5,6,Yes,3,1,4,3,1,4,2,No
EMP0841,54,Male,Finance,Accountant,Below College,Other,Divorced,Non-Travel,6641,13,22,8,5,27,6,No,4,1,4,3,1,3,8,No
EMP0842,23,Male,Marketing,Content Specialist,Bachelor,Technical Degree,Single,Non-Travel,3437,20,0,0,0,0,7,Yes,4,4,4,2,2,3,3,No
EMP0843,27,Female,Sales,Sales Representative,Bachelor,Marketing,Divorced,Travel_Rarely,3603,18,4,2,0,11,0,No,4,2,3,1,3,3,16,No
EMP0844,48,Male,Human Resources,HR Manager,Master,Marketing,Married,Travel_Rarely,12114,11,11,5,7,18,0,No,4,1,1,4,2,3,2,Yes
EMP0845,54,Male,IT,IT Support,Below College,Other,Married,Travel_Rarely,4055,16,6,6,1,8,1,Yes,3,3,1,2,1,3,6,Yes
EMP0846,51,Male,Finance,Financial Analyst,Master,Life Sciences,Married,Travel_Rarely,8101,22,12,6,3,15,2,Yes,4,4,4,2,4,3,24,No
EMP0847,35,Male,IT,IT Support,Bachelor,Life Sciences,Single,Travel_Rarely,5696,12,13,11,5,16,0,Yes,2,3,1,3,2,3,8,No
EMP0848,25,Female,Sales,Sales Representative,College,Medical,Single,Travel_Rarely,3571,17,3,3,3,3,1,No,1,3,1,4,2,4,22,No
EMP0849,27,Male,Sales,Sales Manager,Bachelor,Marketing,Married,Travel_Rarely,9157,18,3,3,2,7,6,Yes,1,2,1,3,1,3,25,Yes
EMP0850,29,Female,IT,IT Support,Bachelor,Other,Married,Travel_Frequently,4696,11,6,6,4,12,7,No,3,1,2,3,3,4,25,No
EMP0851,30,Female,Research & Development,Research Director,Bachelor,Technical Degree,Single,Travel_Rarely,12734,19,0,0,0,5,6,No,3,4,1,2,3,3,19,No
EMP0852,28,Male,Marketing,Marketing Manager,Below College,Technical Degree,Married,Travel_Rarely,8051,16,3,3,0,6,0,No,4,4,1,4,3,3,9,No
EMP0853,23,Female,Finance,Finance Manager,Doctor,Human Resources,Single,Travel_Rarely,10757,13,1,1,1,6,6,No,3,1,2,1,4,4,14,No
EMP0854,31,Male,Marketing,Marketing Manager,Bachelor,Technical Degree,Married,Travel_Rarely,8442,16,3,2,0,9,1,No,4,3,3,4,1,3,9,No
EMP0855,46,Female,Research & Development,Research Scientist,College,Marketing,Single,Travel_Frequently,8643,18,12,5,6,15,7,No,4,1,2,3,4,3,27,No
EMP0856,31,Female,Sales,Sales Representative,Bachelor,Human Resources,Divorced,Travel_Rarely,3328,18,2,1,0,9,2,No,4,2,3,1,1,3,27,No
EMP0857,31,Male,Finance,Financial Analyst,Bachelor,Technical Degree,Married,Travel_Frequently,7142,13,2,0,1,5,4,No,1,3,1,4,4,4,21,No
EMP0858,57,Female,Research & Development,Manager,Master,Human Resources,Single,Non-Travel,12704,22,11,5,2,12,4,No,4,4,1,4,2,3,1,No
EMP0859,39,Female,IT,Data Analyst,Bachelor,Medical,Married,Travel_Rarely,10283,11,13,10,8,17,1,No,2,4,1,1,3,3,19,No
EMP0860,38,Female,Research & Development,Research Scientist,Master,Human Resources,Divorced,Non-Travel,8420,19,8,8,4,15,0,Yes,2,2,2,1,4,4,24,Yes
EMP0861,38,Male,IT,Software Engineer,Below College,Other,Divorced,Non-Travel,7153,18,2,1,1,3,5,No,2,3,2,3,4,3,19,Yes
EMP0862,29,Female,Sales,Sales Manager,Master,Marketing,Married,Non-Travel,8952,14,4,3,0,10,6,Yes,4,4,4,4,1,3,11,No
EMP0863,41,Male,Sales,Sales Manager,Master,Medical,Married,Travel_Rarely,10580,20,16,2,14,21,1,No,2,2,4,3,3,3,4,No
EMP0864,35,Female,Finance,Finance Manager,Master,Technical Degree,Married,Travel_Frequently,10823,18,12,10,4,12,6,No,1,1,4,4,3,3,22,No
EMP0865,45,Female,Research & Development,Laboratory Technician,Doctor,Life Sciences,Single,Travel_Rarely,4338,24,16,15,5,22,6,Yes,1,1,4,4,2,3,22,Yes
EMP0866,37,Male,Marketing,Marketing Executive,College,Marketing,Married,Travel_Rarely,6598,22,15,1,9,21,7,No,1,3,3,4,4,3,27,No
EMP0867,41,Male,IT,IT Support,Master,Technical Degree,Divorced,Travel_Rarely,6056,24,16,9,8,21,6,Yes,3,4,4,3,4,4,18,Yes
EMP0868,48,Male,Research & Development,Research Scientist,Master,Medical,Married,Travel_Rarely,8133,16,9,2,8,10,6,No,3,1,4,3,4,3,5,Yes
EMP0869,48,Male,IT,Data Analyst,Bachelor,Life Sciences,Married,Travel_Rarely,7172,22,16,12,14,18,7,Yes,4,1,3,1,3,3,4,Yes
EMP0870,30,Male,Sales,Sales Representative,Below College,Other,Divorced,Travel_Frequently,4424,13,7,4,3,12,5,Yes,2,4,2,4,4,3,12,No
EMP0871,47,Female,Sales,Sales Representative,Bachelor,Human Resources,Married,Non-Travel,4550,19,11,7,9,18,0,No,1,1,4,1,3,3,29,Yes
EMP0872,45,Male,Research & Development,Research Director,Bachelor,Medical,Single,Non-Travel,16039,12,13,4,4,17,7,No,3,2,4,4,4,3,18,Yes
EMP0873,25,Male,Sales,Sales Executive,Bachelor,Human Resources,Single,Travel_Frequently,6678,16,2,0,0,8,7,No,1,3,3,4,1,3,25,Yes
EMP0874,46,Female,IT,Data Analyst,Master,Human Resources,Married,Non-Travel,9586,11,12,10,11,15,7,No,1,1,1,2,1,3,18,No
EMP0875,34,Male,Human Resources,HR Manager,Master,Medical,Single,Travel_Rarely,9090,19,4,4,3,8,3,No,3,2,2,2,4,3,5,Yes
